BD;ID;TIPO;SUBTIPO;FECHA;DETONANTE;DETONANDES;FUENTE;SUBREGION;MUNICIPIO;PUEBLO;SITIO;INCERTIDUMB;NORTE;ESTE;FALLECIDOS;ECONOMICAS;NOTAS;LINKFOTO;CPU
ant;1353;Debris Flow;;2007-06-04;Rainfall;Vendaval;Municipio de La Pintada;Suroeste;La Pintada;;Sector San Jorge; la Playa Colombia el Kilómetro y la Tal;High;5.746942;-75.606403;0;0;Afectacion total del sector la tablaza. el dapard dio apoyo humanitario con 80 mercados 80 kit cocina 80 kit aseo 80 colchonetas. (DI6Author : GILBERTO ARI DI6Date : 04-06-2007);
ant;1391;Debris Flow;;2007-12-18;Rainfall;Inundación - Aumento subito río Cauca;Clopad;Suroeste;La Pintada;;;High;5.746942;-75.606403;0;0;Segu el censo consolidado en el sitio con el clopad son 54 familias se suministran 38 mercados por parte del dapard y 20 por parte de la cruz roja ademas 20 colchonetas. se verifico vivienda por vivienda el censo se encuentran dos familias repetidas.//el;
ant;1516;Debris Flow;;2008-05-21;Rainfall;Inundación - Aumento del caudal del río Cauca;Sec. Desarrollo Comunitario;Suroeste;La Pintada;;La Tablaza y otros;High;5.746942;-75.606403;0;216;El dapard recibe ficha de emergencias (DI6Author : LUZ MARINA R DI6Date : 01/12/2008);
ant;1517;Debris Flow;;2008-05-27;Rainfall;Lluvias - Inundación por causa del invierno;Alcalde Municipal;Suroeste;La Pintada;;;High;5.746942;-75.606403;0;1044;El dapard recibe ficha de emergencias acta del clopad y resolucion 064 del 27 de mayo/08 mediante la cual se declara la alerta roja en el municipio (DI6Author : LUZ MARINA R DI6Date : 01/12/2008);
ant;1692;Landslide;;2010-10-08;Rainfall;Vendaval;R 275101;Suroeste;La Pintada;;La Bucana y San Jorge;High;5.746942;-75.606403;0;0;;
ant;1891;Debris Flow;;2011-12-10;Rainfall;Vendaval;E-Mail;Suroeste;La Pintada;;Urbana;High;5.746942;-75.606403;0;750;;
ant;1939;Debris Flow;;2012-05-01;Rainfall;Lluvias;Reporte Clopad;Suroeste;La Pintada;;;High;5.746942;-75.606403;0;342;;
ant;2104;Landslide;;2015-01-06;Unknown;Desconocida;Dapard;Suroeste;La Pintada;;La Pintada, Zona Cartama;High;5.746942;-75.606403;0;0;Cerca de 13 personas afectadas;
ant;2158;Landslide;;2017-05-12;Rainfall;Lluvias - Las lluvias de los últimos dias ocasionaron el desprendimiento;Teleantioquia Noticias;Suroeste;La Pintada;;En la Vía Manizales – Medellín entre la Felisa y la Pintada;High;5.746942;-75.606403;0;0;;
ant;2169;Landslide;;2017-09-09;Unknown;Desconocida;Minuto 30;Suroeste;La Pintada;;Vía que Comunica al Municipio de la Pintada con la Ciudad de;High;5.746942;-75.606403;0;0;;
ant;2201;Landslide;;2018-01-03;Unknown;Desconocida;El Colombiano;Suroeste;La Pintada;;Vía la Pintada - Bolombolo en el Kilómetro 36, sector Mulato;High;5.746942;-75.606403;0;0;Cierre total de vía. 9:30 de la mañana lograron habilitar un paso provisional.;
ant;2203;Landslide;;2018-01-03;Unknown;Desconocida;El Colombiano;Suroeste;La Pintada;;Vá la Pintada-Bolombolo Kilómetro 10 (Sector conocido como L;High;5.746942;-75.606403;0;0;;
ant;2228;Landslide;;2018-05-08;Rainfall;Lluvias;El Tiempo, Minuto 30;Suroeste;La Pintada;;Vía Cauyá - la Pintada sector Parador Johns Km. 62+400;High;5.746942;-75.606403;0;0;Paso restringido en la vía;
ant;2237;Landslide;;2018-05-15;Rainfall;Lluvias;Teleantioquia;Suroeste;La Pintada;;Sector Alto de Minas;High;5.746942;-75.606403;0;0;Paso restringido en el alto de minas. perdida de la banca parcial;
ant;2272;Landslide;;2018-05-05;Rainfall;Lluvias;El Colombiano;Suroeste;La Pintada;;Vía la Pintada - Medellín Km. 51+000;High;5.746942;-75.606403;0;0;;
ant;8486;Landslide;;2022-03-03;Unknown;;Guardianes Antioquia;Suroeste;La Pintada;La Pintada;km 102 vía La Pintada - Medellín;High;5.747;-75.606;0;0;CIERRE TOTAL VIA MEDELLÍN 
Por derrumbe y caída de rocas, amaneció cerrada la vía a Medellín en el kilómetro 102 a la Pintada;
ant;8519;Debris Flow;;2022-04-05;Rainfall;;Dagran;Suroeste;La Pintada;La Pintada;La Pintada;Low;5.747;-75.606;0;0;Consejos Municipales de Gestión del Riesgo reportan y evalúan inundación por desbordamiento de río Cauca en municipio de La Pintada;
ant;8425;Debris Flow;;2021-10-27;Rainfall;;El Colombiano;Oriente;El Retiro;El Retiro;El Retiro;Low;6.06;-75.503;0;91 viviendas y 47 locales comerciales afectados;EL desbordamiento de la quebrada La Agudelo producto de una avenida torrencial, dejó 91 viviendas y 47 locales comerciales afectados, principalmente en los barrios El Pino, El Portón, Macedonia, Puente Colorado y Puente la Libertad;
ant;399;Debris Flow;;1943-07-19;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Oriente;El Retiro;Retiro;Bocatoma.;Mid;6.060955;-75.502582;0;0;(di6author : di6date : );
ant;400;Landslide;;1943-07-19;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Oriente;El Retiro;Retiro;Carrtera a la Ceja.;Mid;6.060955;-75.502582;0;0;(di6author : di6date : );
ant;401;Landslide;;1952-04-06;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Oriente;El Retiro;Retiro;San Diego.;Mid;6.060955;-75.502582;0;0;(di6author : di6date : );
ant;402;Landslide;;1990-11-03;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Oriente;El Retiro;Retiro;Vía el Retiro-Montebello.;Mid;6.060955;-75.502582;0;0;(di6author : di6date : );
ant;541;Landslide;;1989-11-03;Unknown;Otra causa - No se define;El Colombiano;Oriente;El Retiro;Retiro;Vía el Retiro-Montebello.;Mid;6.060955;-75.502582;0;0;(di6author : c.p. di6date : );
ant;803;Landslide;;1995-06-11;Rainfall;Lluvias - Fuerte invierno;El Colombiano;Oriente;El Retiro;Retiro;Vereda Alto Carrizal.;Mid;6.060955;-75.502582;0;0;Ver pag 7c. un enorme deslizamiento casi origina tragedia de grandes proporciones al desprenderse gran cantidad de metros cúbicos de una montaña lo cual puso en inminente peligro a varias humildes viviendas. (DI6Author : C.P. DI6Date : 27/06/01);
ant;804;Landslide;;1995-09-22;Rainfall;Lluvias - Fuerte invierno;El Colombiano;Oriente;El Retiro;Retiro;Don Diego;Mid;6.060955;-75.502582;0;0;Gran cantidad de piedras y arboles de pino se encontraban esparcidos en un tramo de por lo menos 100 m . ver pag 11a del colombiano del 24/09/95. (DI6Author : C.P. DI6Date : 27/06/01);
ant;814;Debris Flow;;1999-04-11;Rainfall;Lluvias - Ola invernal;Cornare.;Oriente;El Retiro;Retiro;Quebrada la Agudelo barrio el Pino.;Mid;6.060955;-75.502582;0;0;Según manifestaron funcionarios de la ugam se presentó una fuerte creciente de la qbda la agudelo lo que generó una inundación en el barrio el pino. el nivel alcanzó el nivel de la via de acceso a la cabecera municipal. este evento no se presentaba;
ant;874;Landslide;;1997-01-23;Unknown;Otra causa - No reportada;Dnpad;Oriente;El Retiro;Retiro;V. Carrizales;Mid;6.060955;-75.502582;0;60;(di6author : cip di6date : 98/04/01);
ant;951;Landslide;;1995-06-13;Anthropic;Error humano - Actividad antrópica;Cornare.;Oriente;El Retiro;Retiro;Vereda Carrizales.;Mid;6.060955;-75.502582;0;0;(di6author : c.p. di6date : 12/07/01);
ant;960;Landslide;;1999-06-16;Rainfall;Lluvias - Temporada invernal;Cornare.;Oriente;El Retiro;Retiro;Sector el Carmen quebrada la Miel.;Mid;6.060955;-75.502582;0;0;La quebrada la miel ha venido socavando la mergen izquierda (aguas abajo) en un tramo de 10 longitudinales hay socavamiento lateral de ambos lados de la quebrada. (DI6Author : C.P. DI6Date : 12/07/01);
ant;969;Landslide;;1996-09-25;Anthropic;Tala - Se talaron algunos pinos (ausencia de covertura vegetal);Cornare.;Oriente;El Retiro;Retiro;Vereda Los Salados.;Mid;6.060955;-75.502582;0;0;Al momento de la visita se pudo observar sobre el lecho de la quebrada las palmas algunos arboles caidos e igualmente una cantidad de material al parecer desprendido del terreno como consecuencia de este deslizamiento se ha provocado un desvio del cauce.;
ant;980;Landslide;;1996-09-18;Anthropic;Error humano - Cambio de cauce de la quebrada y tala;Cornare.;Oriente;El Retiro;Retiro;Finca la Florida .;Mid;6.060955;-75.502582;0;0;A uno de los lotes del sñor bartolini cae un rebose de las aguas que toma para su finca estas aguas anteriormente pasaban por una acequia pero debido al abandono de esta el agua busco otro cauce ocasionando procesos erosivos en este predio. (DI6Author :;
ant;1001;Debris Flow;;1999-03-11;Rainfall;Lluvias - Fuertes lluvias en los últimos días;Cornare.;Oriente;El Retiro;Retiro;Hacienda Normandia.;Mid;6.060955;-75.502582;0;0;Se presentó una inundación por el desbordamiento de la quebrada la agudelo afectando 2 viviendas ubicadas sobre la llanura de inundación de la margen derecha de la quebrada. (DI6Author : C.P. DI6Date : 4/09/01);
ant;1017;Landslide;;1999-09-07;Unknown;Otra causa - No se sabe;Cornare.;Oriente;El Retiro;Retiro;Vereda el Salado. Puente sobre la quebrada el Salado.;Mid;6.060955;-75.502582;0;0;Una de las bases del puente que comunica al conjunto cerrado el saladito esta socavada por fectos del agua. las dos vigas del puente se encuentran fracturadas por ambos lados y la losa se aprecia desmoronada en una de las orillas dejando suelto el soport;
ant;1024;Landslide;;1996-03-07;Unknown;Otra causa - No se reporta;Cornare.;Oriente;El Retiro;Retiro;Vereda Carrizales.;Mid;6.060955;-75.502582;0;0;Zona altamente inestable. (DI6Author : C.P. DI6Date : 6/09/01);
ant;1036;Landslide;;1997-01-30;Unknown;Otra causa - No se reporta;Cornare.;Oriente;El Retiro;Retiro;Vereda Carrizales Km 18 Vía Medellín;Mid;6.060955;-75.502582;0;60;Zona inestable terrenos saturados material suelto. (DI6Author : C.P. DI6Date : 6/09/01);
ant;1047;Landslide;;1997-11-12;Unknown;Otra causa - No se reporta;Cornare.;Oriente;El Retiro;Retiro;Don Diego Finca Fontane.;Mid;6.060955;-75.502582;0;0;Cultivos área de afloramiento de aguas deslizamiento con taponamiento de la quebrada la viscaya. (DI6Author : C.P DI6Date : 7/09/01);
ant;1051;Landslide;;1998-10-07;Anthropic;Error humano - Explotacion sin restricciones;Cornare.;Oriente;El Retiro;Retiro;Los Salados.;Mid;6.060955;-75.502582;0;0;Proceso de desestabilización de vertiente con caída de arboles alto riesgo sedimentación del embalse de la fe proceso generado por desprotección de orillas y explotación sin restricciones. (DI6Author : C.P. DI6Date : 7/09/01);
ant;1267;Landslide;;2005-12-15;Unknown;Deslizamiento;Secretario de Planeación;Oriente;El Retiro;;El Barcino;High;6.060955;-75.502582;0;66;(di6author : bcc di6date : 2005/12/15);
ant;1385;Debris Flow;;2007-11-03;Rainfall;Lluvias - Desbordamiento de la quebrada La Agudelo;Clopad;Oriente;El Retiro;;;High;6.060955;-75.502582;0;200;(di6author : rhqt di6date : nov.15);
ant;2105;Debris Flow;;2017-03-19;Rainfall;Lluvias - La quebrada se desbordó porque lluvió mucho en la parte alta;El Colombiano;Oriente;El Retiro;;Quebrada Pantanillo;High;6.060955;-75.502582;0;0;Amaneció sin servicio de acueducto por una creciente en la quebrada pantanillo, los sedimentos taponaron la bocatoma y el desarenador y por eso fue necesario suspender el servicio.;
ant;8243;Landslide;;2021-05-08;Rainfall;;Teleantioquia;Oriente;El Retiro;El Retiro;Vía El Retiro-Montebello;high;6.058;-75.503;0;0;En la vía que comunica al El Retiro con Montebello se registró un deslizamiento de tierra;
ant;8244;Debris Flow;;2021-05-08;Rainfall;;Teleantioquia;Oriente;El Retiro;El Retiro;Cerca al parque San José;mid;6.057;-75.503;0;0;Fuertes precipitaciones en El Retiro ocasionaron la inundación de viviendas cerca al parque San José;
ant;8448;Debris Flow;;2021-11-20;Rainfall;;El Colombiano;Oriente;El Retiro;El Retiro;El Retiro;Mid;6.059;-75.503;0;1 familia damnificada y 8 afectadas;El Retiro resultó damnificada una familia y ocho quedaron afectadas tras las inundaciones y movimientos en masa en los sectores Pempenao, Macedonia, y Bicentenario, así como en la vereda Santa Elena.;
ant;8226;Landslide;;2021-03-01;Rainfall;;DAGRAN;Oriente;El Retiro;Vía Don Diego- La Fe;km 22 + 660 Entre la glorieta Don Diego- La Fe;low;6.092;-75.484;1;1 vehículo;Se presentó movimiento en masa que dejó a una persona fallecida y seis más heridas que fueron trasladadas a centros asistenciales;
ant;8651;Debris Flow;;2022-10-24;Rainfall;;El Colombiano;Oriente;El Retiro;El Retiro;Vía El Retiro - La Ceja;Low;6.082;-75.475;0;0;Desbordamiento de la quebrada por altas lluvias;
ant;8762;Landslide;;2024-06-28;Rainfall;temporada de lluvias;x, Denuncias Antioquia;Oriente;La Ceja;Via La Ceja;estadero tequendamita;Low;6.0836;-75.4773;0;0;;
ant;8457;Landslide;;2021-11-25;Unkown;;Invias;Oriente;La Ceja;Sector Chuscal;km 30+200 Vía Don Diego - La Ceja;Low;6.048;-75.453;0;0;En el sector El Chuscal se presenta cierre total por deslizamiento;
ant;8168;Debris Flow;;2020-11-03;Rainfall;Rainfall;Dagran;Oriente;La Ceja;Casco Urbano;Casco urbano;Low;6.036;-75.423;0;0;Se presentó inundación en las vías del hipódromo, ciudadela de las flores, villa amapola, las acacias y sector la guajira tras creciente de la quebrada la pereira sin afectaciones ni victimas fatales.;
ant;8456;Landslide;;2021-11-27;Rainfall;;Mi Oriente;Oriente;La Ceja;La Ceja;Vía La Ceja - Medellín;Low;6.034222;-75.439972;1;1 persona lesionada y 1 casa destruida;En la madrugada de este sábado se presentó un deslizamiento de tierra en La Ceja, en la vía que conduce hacia Medellín, donde una vivienda resultó afectada;
ant;482;Landslide;;1955-10-28;Unknown;Otra causa - No se define;El Colombiano;Oriente;La Ceja;;La Fe.;High;6.0298998;-75.4305712;0;0;(di6author : c.p. di6date : );
ant;483;Landslide;;1975-05-31;Unknown;Otra causa - No se sabe;El Colombiano;Oriente;La Ceja;;El Buey.;High;6.0298998;-75.4305712;1;0;(di6author : c.p. di6date : );
ant;998;Landslide;;1999-04-14;Anthropic;Error humano - Malos diseños de recolección de aguas lluvias en la vía;Cornare.;Oriente;La Ceja;;Vereda la Miel. Vía Veredal San José - el Higueron.;High;6.0298998;-75.4305712;0;0;Sobre esta vía y a 3 km del corregimiento san jose se produjo un deslizamiento que afectó la banca de la vía y de paso un ramal de acceso la causa principal es las aguas infiltradas y de escorrentía superficial directa de la vía por malos diseños d;
ant;1043;Landslide;;1997-09-11;Rainfall;Otra causa - Infiltración de acequia;Cornare.;Oriente;La Ceja;;Vereda Santa Teresa.;High;6.0298998;-75.4305712;0;0;Deslizamiento por infiltración de acequia al igual que reptación poca vegetación la vía y la explanación no generan probabibilidad de arrastre de sedimentos. (DI6Author : C.P. DI6Date : 7/09/01);
ant;1266;Landslide;;2005-11-24;Rainfall;Lluvias - Por movimiento de masa se destruye vivienda y otra se semidestruye;Municipio de La Ceja-Clopad;Oriente;La Ceja;;Vereda el Higuerón;High;6.0298998;-75.4305712;0;4;El municipio reporta y requiere la ayuda para dos familias. el dapard responde que el municipio debe estar en capacidad de atender estas dos familias afectadas por el deslizamiento (DI6Author : JNG DI6Date : 2005-12-12);
ant;1745;Landslide;;2010-12-20;Rainfall;Vendaval;R 315031;Oriente;La Ceja;;Zona rural;High;6.0298998;-75.4305712;0;30;;
ant;2221;Landslide;;2018-05-04;Rainfall;Lluvias - Fuertes lluvias que se registraron en la noche del jueves;Mi Oriente;Oriente;La Ceja;;Vía Fátima-San Rafael;High;6.0298998;-75.4305712;0;0;;
ant;2222;Landslide;;2018-05-04;Rainfall;Lluvias - Fuertes lluvias que se registraron en la noche del jueves;Mi Oriente;Oriente;La Ceja;;Vereda la Loma;High;6.0298998;-75.4305712;0;0;;
ant;2223;Debris Flow;;2018-05-03;Rainfall;Lluvias - Debido a las fuertes lluvias en la noche del jueves 3 de may;Mioriente, Telemedellín;Oriente;La Ceja;;Vereda Fátima, en el sector la Hondita.;High;6.0298998;-75.4305712;0;0;Un vehículo en el que se movilizaban tres ocupantes fue arrastrado por la corriente de una quebrada. las personas que estaban en el carro no sufrieron heridas y pudieron evacuar rápidamente. sin embargo, el vehículo aún se encuentra en la quebrada.;
ant;7415;Landslide;;2001-09-23;Unknown;Desconocida - No reportada;Bomberos Envigado;Valle de Aburrá;Envigado;;Las Palmas; por Colegio San Jesé de las Vegas;High;6.120583;-75.537599;0;0;(di6author : jdc)(di6date : 2003/06/27);
ant;8442;Landslide;;2021-11-29;Rainfall;;DiarioOriente;Oriente;El Retiro;Sector de Paulandía;km 15 vía Las Palmas - Don Diego;Mid;6.131;-75.506;0;0;Cierre total en el sector de Paulandía km 15 vía Las Palmas - Don Diego, municipio de El Retiro, debido a un deslizamiento;
ant;8177;Landslide;;2020-11-03;Rainfall;Rainfall;Dagran;Occidente;Ebejico;Sevilla;Quebrada la Malpaso;Low;6.294;-75.785;0;0;Movimiento en masa generó cierre en la vía que conduce al corregimiento de sevilla, este material se desprendió sobre la cuenca de la quebrada la malpaso, lo que ocasionó riesgo por represamiento, sin embargo, tras la visita del equipo de geólogos d;
ant;391;Landslide;;1945-11-13;Rainfall;Lluvias - Fuetes lluvias;El Colombiano;Occidente;Ebéjico;;;Low;6.325111;-75.748864;0;0;(di6author : di6date : );
ant;8796;Debris Flow;;1969-01-23;Unknown;;Fuente externa al Servicio Geológico Colombiano;;Ebéjico;Unknown;Unknown;Low;6.35;-75.78;1;0;;
ant;8193;Landslide;;2020-12-28;Rainfall;Rainfall;Dagran;Occidente;Ebejico;Vía Princial Sector La Renta;Vía Princial sector la Renta;Low;6.326;-75.769;0;1 vivienda afectada, 1 vía afectada;Movimiento en masa provocado por las fuertes lluvias afectó la vía principal y una vivienda.;
ant;388;Debris Flow;;1945-12-04;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Ebéjico;;6º19´40´´ Y 75º46´01´´.;Low;6.32777777777778;-75.7669444444444;13;0;(di6author : di6date : );
ant;43;Debris Flow;;1996-10-10;Rainfall;Lluvias - Intensas lluvias;Corantioquia;Occidente;Ebéjico;;Q. Juan Ramos.;High;6.326906;-75.767345;0;0;(di6author : c.p. di6date : 5/11/00);
ant;87;Landslide;;1996-10-10;Rainfall;Lluvias - Abundantes aguas lluvias;Corantioquia;Occidente;Ebéjico;;Calle Murillo Toro.;High;6.326906;-75.767345;0;0;Se visitó la calle 5 murillo toro donde se presentó un deslizamiento que arrastró varias viviendas solares y la calle. aguas lluvias afloramientos y aguas residuales han sido los causantes. se recomienda cumplir con las recomendaciones dejadas por otr;
ant;102;Landslide;;1998-07-17;Anthropic;Error humano - Malos manejos de aguas lluvias y fugas de acueducto;Corantioquia;Occidente;Ebéjico;;Calle Santa Teresa.;High;6.326906;-75.767345;0;0;El problema es antiguo ha sido visitado por varias instituciones y se han dejado recomendaciones. el revestimiento del talud se encuentra reventado y presenta grietas por donde entra agua proveniente de los techos de las viviendas que no poseen canoas ni;
ant;389;Debris Flow;;1969-10-24;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;Ebéjico;;;High;6.326906;-75.767345;6;0;(di6author : di6date : );
ant;390;Landslide;;1981-05-27;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Ebéjico;;;High;6.326906;-75.767345;0;0;(di6author : di6date : );
ant;784;Landslide;;1996-10-22;Unknown;Otra causa - No se sabe;Dapard.;Occidente;Ebéjico;;V. Fatima.;High;6.326906;-75.767345;0;10;(di6author : cp. di6date : );
ant;833;Landslide;;1996-05-22;Unknown;Otra causa - No se sabe;Dapard.;Occidente;Ebéjico;;Sector el Hueco Calle Sta Teresa.;High;6.326906;-75.767345;0;30;Inst de apoyo: c.l.e y dapard. (DI6Author : C.P. DI6Date : );
ant;851;Landslide;;1971-08-20;Rainfall;Lluvias - Fuerte invierno;El Colombiano;Occidente;Ebéjico;;Las Partidas de Ebejico.;High;6.326906;-75.767345;0;0;Ver pag 17 del periodico. (DI6Author : C.P. DI6Date : 13/3/01);
ant;1225;Landslide;;2008-02-22;Rainfall;Vendaval;Presidenta Concejo;Occidente;Ebéjico;;El Carmelo;High;6.326906;-75.767345;0;0;La vivienda está semidestruida deben enviar acta del clopad y (DI6Author : PABLO DI6Date : 2008 03 10);
ant;1442;Landslide;;2008-06-17;Rainfall;Lluvias - Colapso de una estructura de contención;Alcalde Municipal;Occidente;Ebéjico;;Barrio Colegurre;High;6.326906;-75.767345;0;3;Talud sobre la via//se reporta el evento solicitan materiales//envian registro fotografico//ver listado de ayudas en la carpeta del municipio (DI6Author : PABLO PUERTA DI6Date : 2008-09-06);
